judul,rating,genre,poster_url,musim_tayang,jenis_tayangan,sinopsis,studio,sinopsis_final
K,7.42,"Action, Mystery",https://cdn.myanimelist.net/images/anime/3/47607.jpg,Fall 2012,TV,"""Kings"" are individuals who have been bestowed with incredible supernatural powers and granted the ability to recruit others into their clans. Protecting the lives and honor of their clansmen is an integral part of the Kings' duties. After a video depicting the heinous murder of a Red Clansman spreads virally, the unassuming student Yashiro Isana is accused of homicide. Now, a manhunt is underway for his head, bringing him into contact with the infamous ""Black Dog"" Kurou Yatogami—a skilled swordsman and martial artist determined to follow the wishes of his late master, the Seventh King.

Meanwhile, the current Red King, Mikoto Suou, faces his own imminent demise as the search for Yashiro narrows. But during Yashiro's struggle to prove his innocence, a greater conspiracy is unraveling behind the scenes; clouds begin to appear in his memory, and close friends start to question his very existence. What began as a simple murder is now leading towards a full blown war between Kings with the very fate of the world at stake. 

[Written by MAL Rewrite]",GoHands,kings are individuals who have been bestowed with incredible supernatural powers and granted the ability to recruit others into their clans protecting the lives and honor of their clansmen is an integral part of the kings duties after a video depicting the heinous murder of a red clansman spreads virally the unassuming student yashiro isana is accused of homicide now a manhunt is underway for his head bringing him into contact with the infamous black dog kurou yatogami a skilled swordsman and martial artist determined to follow the wishes of his late master the seventh king meanwhile the current red king mikoto suou faces his own imminent demise as the search for yashiro narrows but during yashiros struggle to prove his innocence a greater conspiracy is unraveling behind the scenes clouds begin to appear in his memory and close friends start to question his very existence what began as a simple murder is now leading towards a full blown war between kings with the very fate of the world at stake written by mal rewrite
Kamisama Hajimemashita,8.12,"Comedy, Romance, Supernatural",https://cdn.myanimelist.net/images/anime/3/85429.jpg,Fall 2012,TV,"High schooler Nanami Momozono has quite a few problems of late, beginning with her absentee father being in such extreme debt that they lose everything. Downtrodden and homeless, she runs into a man being harassed by a dog. After helping him, she explains her situation, and to her surprise, he offers her his home in gratitude. But when she discovers that said home is a rundown shrine, she tries to leave; however, she is caught by two shrine spirits and a fox familiar named Tomoe. They mistake her for the man Nanami rescued—the land god of the shrine, Mikage. Realizing that Mikage must have sent her there as a replacement god, Tomoe leaves abruptly, refusing to serve a human.

Rather than going back to being homeless, Nanami immerses herself in her divine duties. But if she must keep things running smoothly, she will need the help of a certain hot-headed fox. In her fumbling attempt to seek out Tomoe, she lands in trouble and ends up sealing a contract with him. Now the two must traverse the path of godhood together as god and familiar; but it will not be easy, for new threats arise in the form of a youkai who wants to devour the girl, a snake that wants to marry her, and Nanami's own unexpected feelings for her new familiar.

[Written by MAL Rewrite]",TMS Entertainment,high schooler nanami momozono has quite a few problems of late beginning with her absentee father being in such extreme debt that they lose everything downtrodden and homeless she runs into a man being harassed by a dog after helping him she explains her situation and to her surprise he offers her his home in gratitude but when she discovers that said home is a rundown shrine she tries to leave however she is caught by two shrine spirits and a fox familiar named tomoe they mistake her for the man nanami rescued the land god of the shrine mikage realizing that mikage must have sent her there as a replacement god tomoe leaves abruptly refusing to serve a human rather than going back to being homeless nanami immerses herself in her divine duties but if she must keep things running smoothly she will need the help of a certain hotheaded fox in her fumbling attempt to seek out tomoe she lands in trouble and ends up aling a contract with him now the two must traverse the path of godhood together as god and familiar but it will not be easy for new threats arise in the form of a youkai who wants to devour the girl a snake that wants to marry her and nanamis own unexpected feelings for her new familiar written by mal rewrite
Suki tte Ii na yo.,7.39,"Drama, Romance",https://cdn.myanimelist.net/images/anime/11/39777.jpg,Fall 2012,TV,"Friends will only let you down—that is the sad truth Mei Tachibana lives with, ever since she was wrongfully blamed for the death of a class pet by her so-called friends in grade school. Since then, she has stayed away from people in order to avoid ever being hurt again. However, Mei's life begins to change drastically when a misunderstanding in high school causes her to encounter popular student Yamato Kurosawa.

Yamato finds her intriguing and insists on being her friend, even though Mei wants nothing to do with him. But when a dangerous situation ends with Yamato kissing Mei to save her from the unwanted attention of a stalker, Mei begins to develop feelings for him. On the heels of her discovery that their feelings are mutual, they start dating and she gains not only a boyfriend, but friends as well. Mei, however, finds it very hard to adapt to this new lifestyle, especially in expressing her true feelings towards Yamato.

Throughout misunderstandings of their new relationship, each other, and the attentions of other girls, Mei and Yamato slowly grow closer and learn the true meaning of those three little words: ""I love you.""

[Written by MAL Rewrite]",Zexcs,friends will only let you down that is the sad truth mei tachibana lives with ever since she was wrongfully blamed for the death of a class pet by her socalled friends in grade school since then she has stayed away from people in order to avoid ever being hurt again however meis life begins to change drastically when a misunderstanding in high school causes her to encounter popular student yamato kurosawa yamato finds her intriguing and insists on being her friend even though mei wants nothing to do with him but when a dangerous situation ends with yamato kissing mei to save her from the unwanted attention of a stalker mei begins to develop feelings for him on the heels of her discovery that their feelings are mutual they start dating and she gains not only a boyfriend but friends as well mei however finds it very hard to adapt to this new lifestyle especially in expressing her true feelings towards yamato throughout misunderstandings of their new relationship each other and the attentions of other girls mei and yamato slowly grow closer and learn the true meaning of those three little words i love you written by mal rewrite
Zetsuen no Tempest,7.89,"Action, Drama, Fantasy, Mystery, Psychological, Urban Fantasy",https://cdn.myanimelist.net/images/anime/7/42453.jpg,Fall 2012,TV,"Yoshino Takigawa, an ordinary teenager, is secretly dating his best friend Mahiro Fuwa's younger sister, Aika. But when Aika mysteriously dies, Mahiro disappears, vowing to find the one responsible and make them pay for murdering his beloved sister. Yoshino continues his life as usual and has not heard from Mahiro in a month—until he is confronted by a strange girl who holds him at gunpoint, and his best friend arrives in the nick of time to save him.

Yoshino learns that Mahiro has enlisted the help of a witch named Hakaze Kusaribe to find Aika's killer. However, the witch has been banished to a deserted island due to infighting within her clan. Hakaze's brother, Samon, selfishly desires to make use of the Tree of Exodus' power, in spite of both his sister's opposition and the impending peril to the world. With Hakaze out of the picture, it is now up to Yoshino and Mahiro to help her save the world, all while inching ever closer to the truth behind Aika's death.

[Written by MAL Rewrite]",Bones,yoshino takigawa an ordinary teenager is secretly dating his best friend mahiro fuwas younger sister aika but when aika mysteriously dies mahiro disappears vowing to find the one responsible and make them pay for murdering his beloved sister yoshino continues his life as usual and has not heard from mahiro in a month until he is confronted by a strange girl who holds him at gunpoint and his best friend arrives in the nick of time to save him yoshino learns that mahiro has enlisted the help of a witch named hakaze kusaribe to find aikas killer however the witch has been banished to a deserted island due to infighting within her clan hakazes brother samon selfishly desires to make use of the tree of exodus power in spite of both his sisters opposition and the impending peril to the world with hakaze out of the picture it is now up to yoshino and mahiro to help her save the world all while inching ever closer to the truth behind aikas death written by mal rewrite
To LOVE-Ru Darkness,7.4,"Comedy, Romance, Sci-Fi, Ecchi, Harem, School",https://cdn.myanimelist.net/images/anime/8/42217.jpg,Fall 2012,TV,"As close encounters of the twisted kind between the residents of the planet Deviluke (represented primarily by the female members of the royal family) and the inhabitants of Earth (represented mainly by one very exhausted Rito Yuuki) continue to escalate, the situation spirals even further out of control. When junior princesses Nana and Momo transferred into Earth School where big sister Lala can (theoretically) keep an eye on them, things SHOULD be smooth sailing. But when Momo decides she'd like to ""supplement"" Rito's relationship with Lala with a little ""sisterly love,"" you know Lala's not going to waste any time splitting harems. Unfortunately, it's just about that point that Yami, the Golden Darkness, enters the scene with all the subtleness of a supernova, along with an army of possessed high school students! All of which is certain to make Rito's life suck more than a black hole at the family picnic. Unless, of course, a certain semi-demonic princess can apply a little of her Devilukean Whoop Ass to exactly that portion of certain other heavenly bodies!

(Source: Sentai Filmworks)",Xebec,as close encounters of the twisted kind between the residents of the planet deviluke represented primarily by the female members of the royal family and the inhabitants of earth represented mainly by one very exhausted rito yuuki continue to escalate the situation spirals even further out of control when junior princesses nana and momo transferred into earth school where big sister lala can theoretically keep an eye on them things should be smooth sailing but when momo decides shed like to supplement ritos relationship with lala with a little sisterly love you know lalas not going to waste any time splitting harems unfortunately its just about that point that yami the golden darkness enters the scene with all the subtleness of a supernova along with an army of possessed high school students all of which is certain to make ritos life suck more than a black hole at the family picnic unless of course a certain semidemonic princess can apply a little of her devilukean whoop ass to exactly that portion of certain other heavenly bodies source senta filmworks
Gintama': Enchousen,9.02,"Action, Comedy, Sci-Fi, Gag Humor, Historical, Parody, Samurai",https://cdn.myanimelist.net/images/anime/1452/123686.jpg,Fall 2012,TV,"While Gintoki Sakata was away, the Yorozuya found themselves a new leader: Kintoki, Gintoki's golden-haired doppelganger. In order to regain his former position, Gintoki will need the help of those around him, a troubling feat when no one can remember him! Between Kintoki and Gintoki, who will claim the throne as the main character?

In addition, Yorozuya make a trip back down to red-light district of Yoshiwara to aid an elderly courtesan in her search for her long-lost lover. Although the district is no longer in chains beneath the earth's surface, the trio soon learn of the tragic backstories of Yoshiwara's inhabitants that still haunt them. With flashback after flashback, this quest has Yorozuya witnessing everlasting love and protecting it as best they can with their hearts and souls.

[Written by MAL Rewrite]",Sunrise,while gintoki sakata was away the yorozuya found themselves a new leader kintoki gintokis goldenhaired doppelganger in order to regain his former position gintoki will need the help of those around him a troubling feat when no one can remember him between kintoki and gintoki who will claim the throne as the main character in addition yorozuya make a trip back down to redlight district of yoshiwara to aid an elderly courtesan in her search for her longlost lover although the district is no longer in chains beneath the earths surface the trio soon learn of the tragic backstories of yoshiwaras inhabitants that still haunt them with flashback after flashback this quest has yorozuya witnessing everlasting love and protecting it as best they can with their hearts and souls written by mal rewrite
Code:Breaker,6.71,"Action, School, Super Power",https://cdn.myanimelist.net/images/anime/13/57251.jpg,Fall 2012,TV,"Although cheerful and delicate, Sakura Sakurakouji is a skilled martial artist with a sense of fairness that never falters—no matter the situation. Upon witnessing people burning in blue flames while on a bus ride home, she calls the police to bring their murderer to justice only to find that no evidence remains. However, all her doubts about what she saw vanish when the next day, the new transfer student Rei Oogami joins her class; he is the very boy she watched commit murder in cold blood.

Rei is kind, sweet, and quickly becomes popular, contradicting Sakura's accusations. Soon enough, she learns his true nature: a Code Breaker, or ""one who does not exist."" To Sakura's shock, Rei—armed with mysterious powers—seeks to exact justice according to the principle of ""an eye for an eye."" Determined to bring Rei to the right path, Sakura keeps close to him in the hopes of redeeming him from his ways before others are hurt.

[Written by MAL Rewrite]",Kinema Citrus,although cheerful and delicate sakura sakurakouji is a skilled martial artist with a sense of fairness that never falters no matter the situation upon witnessing people burning in blue flames while on a bus ride home she calls the police to bring their murderer to justice only to find that no evidence remains however all her doubts about what she saw vanish when the next day the new transfer student rei oogami joins her class he is the very boy she watched commit murder in cold blood rei is kind sweet and quickly becomes popular contradicting sakuras accusations soon enough she learns his true nature a code breaker or one who does not exist to sakuras shock rei armed with mysterious powers eks to exact justice according to the principle of an eye for an eye determined to bring rei to the right path sakura keeps close to him in the hopes of redeeming him from his ways before others are hurt written by mal rewrite
Bakuman. 3rd Season,8.52,"Comedy, Drama, Romance",https://cdn.myanimelist.net/images/anime/6/41845.jpg,Fall 2012,TV,"Onto their third serialization, manga duo Moritaka Mashiro and Akito Takagi—also known by their pen name, Muto Ashirogi—are ever closer to their dream of an anime adaption. However, the real challenge is only just beginning: if they are unable to compete with the artist Eiji Niizuma in the rankings within the span of six months, they will be canceled. To top it off, numerous rivals are close behind and declaring war. They don't even have enough time to spare thinking about an anime!

In Bakuman. 3rd Season, Muto Ashirogi must find a way to stay atop the colossal mountain known as the Shounen Jack rankings. With new problems and new assistants, the pair continue to strive for their dream.

[Written by MAL Rewrite]",J.C.Staff,onto their third serialization manga duo moritaka mashiro and akito takagi also known by their pen name muto ashirogi are ever closer to their dream of an anime adaption however the real challenge is only just beginning if they are unable to compete with the artist eiji niizuma in the rankings within the span of six months they will be canceled to top it off numerous rivals are close behind and declaring war they dont even have enough time to spare thinking about an anime in bakuman rd season muto ashirogi must find a way to stay atop the colossal mountain known as the shounen jack rankings with new problems and new assistants the pair continue to strive for their dream written by mal rewrite
Girls & Panzer,7.53,"Action, CGDCT, Military, School",https://cdn.myanimelist.net/images/anime/9/40969.jpg,Fall 2012,TV,"""Senshadou"" is a traditional sport using World War II era tanks in elimination-based matches. Widely practiced by women and girls alike, it's advertised as a form of art geared towards making ladies more prominent in culture and appealing to men. Becoming a worldwide phenomenon over time, the influence of senshadou leads to the creation of a world championship which will soon be held in Japan.

Miho Nishizumi, who comes from a lineage of well-respected senshadou specialists, is at odds with the sport after a traumatic event led to her retirement and eventually a rift to form between her and her family. To steer clear of the practice as much as possible, she transfers to Ooarai Girls Academy where the senshadou program has been abolished. However, with the news of the upcoming championships, the school revives their tankery program, and Miho is pushed into joining.

Now, with the aid of some new friends, she must overcome her past and once again take command of a squadron of tanks in an effort to save her school from closure, all while proving to her family that the Nishizumi-style of senshadou is not solely about victory.

[Written by MAL Rewrite]",Actas,senshadou is a traditional sport using world war ii era tanks in eliminationbased matches widely practiced by women and girls alike its advertised as a form of art geared towards making ladies more prominent in culture and appealing to men becoming a worldwide phenomenon over time the influence of senshadou leads to the creation of a world championship which will soon be held in japan miho nishizumi who comes from a lineage of wellrespected senshadou specialists is at odds with the sport after a traumatic event led to her retirement and eventually a rift to form between her and her family to steer clear of the practice as much as possible she transfers to ooarai girls academy where the senshadou program has been abolished however with the news of the upcoming championships the school revives their tankery program and miho is pushed into joining now with the aid of some new friends she must overcome her past and once again take command of a squadron of tanks in an effort to save her school from closure all while proving to her family that the nishizumistyle of senshadou is not solely about victory written by mal rewrite
Oniichan dakedo Ai sae Areba Kankeinai yo ne!,6.41,"Comedy, Romance, Ecchi, Harem, School",https://cdn.myanimelist.net/images/anime/6/42111.jpg,Fall 2012,TV,"After their parents' deaths, brother and sister Akito and Akiko Himenokouji were forced to live with separate families for six years. But now they have finally reunited and begin to live together. It quickly becomes apparent that Akiko harbors romantic feelings for her brother; however, Akito only sees her as a sibling.

When three more girls—Anastasia Nasuhara, Arashi Nikaidou, and Ginbei Haruomi Sawatari—move into their apartment, Akiko's hopes of living alone with her brother vanish. Moreover, these girls also like Akito in one way or another, making it even more difficult for Akiko to gain her brother's undivided attention. As the girls fight over who should take care of Akito, they display various eroticisms that may be a little too much for a normal man to handle.

[Written by MAL Rewrite]",SILVER LINK.,after their parents deaths brother and sister akito and akiko himenokouji were forced to live with separate families for six years but now they have finally reunited and begin to live together it quickly becomes apparent that akiko harbors romantic feelings for her brother however akito only es her as a sibling when three more girls anastasia nasuhara arashi nikaidou and ginbei haruomi sawatari move into their apartment akikos hopes of living alone with her brother vanish moreover these girls also like akito in one way or another making it even more difficult for akiko to gain her brothers undivided attention as the girls fight over who should take care of akito they display various eroticisms that may be a little too much for a normal man to handle written by mal rewrite
Little Busters!,7.48,"Comedy, Drama",https://cdn.myanimelist.net/images/anime/6/43757.jpg,Fall 2012,TV,"As a child, Riki Naoe shut himself from the world, thanks to a diagnosis of narcolepsy following the tragic deaths of his parents. However, Riki is saved when, one fateful day, a boy named Kyousuke recruits him into a team who call themselves the Little Busters. Accompanied by Masato, Kengo, and Rin, these misfits spend their childhood fighting evil and enjoying their youth.

Years pass, and even in high school, the well-knit teammates remain together. Kyousuke decides to re-ignite the Little Busters by forming a baseball team as it will be his last school year with them. They have a problem though: there aren't enough members! The tables have turned, for it is now Riki's turn to reach out and recruit new friends into the Little Busters, just like Kyousuke had once done for him.
Then, an omen surfaces—Rin finds a strange letter attached to her cat, assigning them the duty of uncovering the ""secret of this world"" by completing specific tasks. Just what is this secret, and why is it being hidden? It's up to the Little Busters to find out!

[Written by MAL Rewrite]",J.C.Staff,as a child riki naoe shut himself from the world thanks to a diagnosis of narcolepsy following the tragic deaths of his parents however riki is saved when one fateful day a boy named kyousuke recruits him into a team who call themselves the little busters accompanied by masato kengo and rin these misfits spend their childhood fighting evil and enjoying their youth years pass and even in high school the wellknit teammates remain together kyousuke decides to reignite the little busters by forming a baseball team as it will be his last school year with them they have a problem though there arent enough members the tables have turned for it is now rikis turn to reach out and recruit new friends into the little busters just like kyousuke had once done for him then an omen surfaces rin finds a strange letter attached to her cat assigning them the duty of uncovering the secret of this world by completing specific tasks just what is this secret and why is it being hidden its up to the little busters to find out written by mal rewrite
Jormungand: Perfect Order,7.88,"Action, Adventure, Adult Cast, Military, Organized Crime",https://cdn.myanimelist.net/images/anime/4/73278.jpg,Fall 2012,TV,"Still in pursuit of her ambitious goal, ingenious arms dealer Koko Hekmatyar, inexpressive child soldier Jonathan “Jonah” Mar, and the rest of their squad continue their mercenary activities. From professional assassins to private militaries, the group's work constantly puts them in the face of danger. 

But internal conflicts soon arise after Renato ""R"" Socci, one of Koko's bodyguards, is revealed to be an undercover agent for ""Operation Undershaft""—a plan devised by the CIA to infiltrate HCLI and exploit Koko as a tool. Shocked by his betrayal, Koko's leadership is needed now more than ever to rally her squad and rebuild their foundation of trust before they are torn apart.

Jormungand: Perfect Order follows Koko and the rest of her crew as they take on persistent adversaries, overcome internal struggles, and make Koko's vision of world peace a reality—where everything is in perfect order.

[Written by MAL Rewrite]",White Fox,still in pursuit of her ambitious goal ingenious arms dealer koko hekmatyar inexpressive child soldier jonathan jonah mar and the rest of their squad continue their mercenary activities from professional assassins to private militaries the groups work constantly puts them in the face of danger but internal conflicts soon arise after renato r socci one of kokos bodyguards is revealed to be an undercover agent for operation undershaft a plan devised by the cia to infiltrate hcli and exploit koko as a tool shocked by his betrayal kokos leadership is needed now more than ever to rally her squad and rebuild their foundation of trust before they are torn apart jormungand perfect order follows koko and the rest of her crew as they take on persistent adversaries overcome internal struggles and make kokos vision of world peace a reality where everything is in perfect order written by mal rewrite
Robotics;Notes,7.3,"Drama, Mystery, Sci-Fi",https://cdn.myanimelist.net/images/anime/10/42013.jpg,Fall 2012,TV,"It has always been the aspiration of the Central Tanegashima High School Robotics Research Club to complete the GunPro1, a fully functioning giant robot. For years, the members of the club have contributed to its progress and it is now Akiho Senomiya's goal to finally make the dream of all the past club members become a reality. However, things are not as easy as they seem as the club lacks the funding for such a huge endeavor. Aside from that, the only other club member, Kaito Yashio, shows no interest in assisting his childhood friend and instead indulges in playing mecha-fighting games on his ""PokeCom."" 

As Kaito is in the middle of wasting his days, he receives an indecipherable message and hears a voice that seems to be drowned out by the noise of static. He searches for the source, only to realize that it came from Airi Yukifune, an AI which only exists within the augmented reality system accessible via the PokeCom. Robotic;Notes follows the story of Kaito as he discovers a peculiar report in Airi's database, one that would have disastrous consequences in the future.

[Written by MAL Rewrite]",Production I.G,it has always been the aspiration of the central tanegashima high school robotics research club to complete the gunpro a fully functioning giant robot for years the members of the club have contributed to its progress and it is now akiho senomiyas goal to finally make the dream of all the past club members become a reality however things are not as easy as they seem as the club lacks the funding for such a huge endeavor aside from that the only other club member kaito yashio shows no interest in assisting his childhood friend and instead indulges in playing mechafighting games on his pokecom as kaito is in the middle of wasting his days he receives an indecipherable message and hears a voice that seems to be drowned out by the noise of static he searches for the source only to realize that it came from air yukifune an ai which only exists within the augmented reality system accessible via the pokecom roboticnotes follows the story of kaito as he discovers a peculiar report in air database one that would have disastrous consequences in the future written by mal rewrite
Initial D Fifth Stage,8.11,"Action, Drama",https://cdn.myanimelist.net/images/anime/1563/119898.jpg,Fall 2012,TV,"After earning a series of difficult victories in the prefectures of Tochigi, Saitama, and Ibaraki, the drivers of Project D—an amateur street driving group led by ex-street driver and expert tactician Ryousuke Takahashi—Takumi Fujiwara and Keisuke Takahashi now have to take Project D to the next level: the Kanagawa prefecture, commonly known as the holy land of street racing. Their opponents, members of the three best street racing teams of Kanagawa, design an elaborate strategy called the ""Four Lines of Defense"" to put a definitive end to the ambitions of Project D.

Meanwhile, Takumi feels he needs to refine his driving skills to overcome the last victory against Toshiya Joushima that he only just managed to snatch. The moment of truth has now come for Project D, which carries with it the hopes of the Gunma Prefecture; will they manage to thwart the surprising tactics of the skilled street racers of Kanagawa?

[Written by MAL Rewrite]",SynergySP,after earning a series of difficult victories in the prefectures of tochigi saitama and ibaraki the drivers of project d an amateur street driving group led by exstreet driver and expert tactician ryousuke takahashi takumi fujiwara and keisuke takahashi now have to take project d to the next level the kanagawa prefecture commonly known as the holy land of street racing their opponents members of the three best street racing teams of kanagawa design an elaborate strategy called the four les of defense to put a definitive end to the ambitions of project d meanwhile takumi feels he needs to refine his driving skills to overcome the last victory against toshiya joushima that he only just managed to snatch the moment of truth has now come for project d which carries with it the hopes of the gunma prefecture will they manage to thwart the surprising tactics of the skilled street racers of kanagawa written by mal rewrite
Medaka Box Abnormal,7.38,"Action, Comedy, Ecchi, Martial Arts, School, Super Power",https://cdn.myanimelist.net/images/anime/11/62919.jpg,Fall 2012,TV,"After the defeat of Myouri Unzen at the hands of Medaka Kurokami and her Student Council, peace has returned to Hakoniwa Academy—at least, for a short while. Soon, Medaka, Zenkichi Hitoyoshi, Kouki  Akune, and Mogana Kikaijima find themselves wrapped up in another sinister scheme, known as the ""Flask Plan,"" led by the school's principal himself.

However, the council's first problem is to deal with a whole new group of superhuman students calling themselves the ""Thirteen Party,"" led by the egotistical but powerful Oudo Miyakonojou. With the mysterious Flask Plan, Oudo's tyranny, and the resurfacing of an old enemy, the state of Hakoniwa Academy is far from tranquil, and Medaka and her companions have their hands full as things only get a lot more abnormal. 

[Written by MAL Rewrite]",Gainax,after the defeat of myouri unzen at the hands of medaka kurokami and her student council peace has returned to hakoniwa academy at least for a short while soon medaka zenkichi hitoyoshi kouki akune and mogana kikaijima find themselves wrapped up in another sinister scheme known as the flask plan led by the schools principal himself however the councils first problem is to deal with a whole new group of superhuman students calling themselves the thirteen party led by the egotistical but powerful oudo miyakonojou with the mysterious flask plan oudos tyranny and the resurfacing of an old enemy the state of hakoniwa academy is far from tranquil and medaka and her companions have their hands full as things only get a lot more abnormal written by mal rewrite
Ixion Saga DT,7.12,"Action, Comedy, Fantasy",https://cdn.myanimelist.net/images/anime/8/42863.jpg,Fall 2012,TV,"One day as Kon Hokaze is playing an MMORPG, he receives a request from a female character in the game. He thinks that he has lucked out and found a girlfriend online, but suddenly he finds himself transported into the world of Mira where he accidentally saves a young princess by landing on her attacker with his swivel chair. With no idea how he got there nor how to get back to his own world, Kon tags along with the princess as part of her honor guard while a militant faction of the princess's own country seeks to capture her before she can complete her arranged marriage.

(Source: Wikipedia)",Brain's Base,one day as kon hokaze is playing an mmorpg he receives a request from a female character in the game he thinks that he has lucked out and found a girlfriend online but suddenly he finds himself transported into the world of mira where he accidentally saves a young princess by landing on her attacker with his swivel chair with no idea how he got there nor how to get back to his own world kon tags along with the princess as part of her honor guard while a militant faction of the princesss own country eks to capture her before she can complete her arranged marriage source wikipedia
Teekyuu,6.55,"Comedy, Sports",https://cdn.myanimelist.net/images/anime/1703/98658.jpg,Fall 2012,TV,"Teekyuu is all about the wacky antics of four schoolgirls—Kanae Shinjou gets bored easily and often breaks the laws of physics to get what she wants; Nasuno Takamiya is incredibly rich and knows how to make things go her way; Marimo Bandou would probably get arrested from her actions like eating panties or kidnapping children; and Yuri Oshimoto, their ordinary junior, rounds out the eccentric bunch that forms the sole members of their school's tennis club. 

Despite their interest in learning the sport, the older girls prefer messing around, while Yuri, being the only one who actually knows how to play and the most mature in spite of being younger, has to deal with her seniors' out of control behavior. 

When these four girls come together, insanity ensues in this lightning-paced comedy about a tennis club that doesn't really play tennis. 

[Written by MAL Rewrite]",MAPPA,teekyuu is all about the wacky antics of four schoolgirls kanae shinjou gets bored easily and often breaks the laws of physics to get what she wants nasuno takamiya is incredibly rich and knows how to make things go her way marimo bandou would probably get arrested from her actions like eating panties or kidnapping children and yuri oshimoto their ordinary junior rounds out the eccentric bunch that forms the sole members of their schools tennis club despite their interest in learning the sport the older girls prefer messing around while yuri being the only one who actually knows how to play and the most mature in spite of being younger has to deal with her seniors out of control behavior when these four girls come together insanity ensues in this lightningpaced comedy about a tennis club that doesnt really play tennis written by mal rewrite
Hayate no Gotoku! Can't Take My Eyes Off You,7.03,"Comedy, Romance, Harem, Parody",https://cdn.myanimelist.net/images/anime/10/73952.jpg,Fall 2012,TV,"Taking place one month after the events that occurred in the movie Heaven is a Place on Earth. Living at the Sanzenin Mansion once again, Nagi returns to her old ways of life, until she receives word from American authorities informing her that she has a week to pick up her late father's belongings that was indefinitely delayed due to various circumstances. After receiving news of her father whom she doesn't remember, Nagi then meets a mysterious girl (with a hidden agenda) claiming to be Nagi's little sister.

The series tells a new story that is original to the anime and not directly based on the manga. The main author of the original series Kenjiro Hata personally created the original concept for the story of this anime. 

(Source: Hayate no Gotoku! Wikia)",Manglobe,taking place one month after the events that occurred in the movie heaven is a place on earth living at the sanzenin mansion once again nagi returns to her old ways of life until she receives word from american authorities informing her that she has a week to pick up her late fathers belongings that was indefinitely delayed due to various circumstances after receiving news of her father whom she doesnt remember nagi then meets a mysterious girl with a hidden agenda claiming to be nagis little sister the series tells a new story that is original to the anime and not directly based on the manga the main author of the original series kenjiro hata personally created the original concept for the story of this anime source hayate no gotoku wikia
Hiiro no Kakera 2nd Season,7.14,"Romance, Supernatural",https://cdn.myanimelist.net/images/anime/1701/129739.jpg,Fall 2012,TV,"After battling dangerous creatures once existing only in legend,​ Princess Tamaki begins to deal with her uncertain future as the new Tamayori Princess.​ Once she claims her rightful place as the protector of the universe,​ high school will seem like a breeze - but whether she lives to accept that future is another matter altogether.​

Her five guardians - handsome,​ powerful young men of great power and undeniable loyalty - have vowed to sacrifice everything to protect her.​ But are any of them able to deal with a traitor in their midst?​ And how can anyone deal with such important issues while still maintaining a high GPA?​

(Source: Sentai Filmworks)",Studio Deen,after battling dangerous creatures once existing only in legend princess tamak begins to deal with her uncertain future as the new tamayori princess once she claims her rightful place as the protector of the universe high school will seem like a breeze but whether she lives to accept that future is another matter altogether her five guardians handsome powerful young men of great power and undeniable loyalty have vowed to sacrifice everything to protect her but are any of them able to deal with a traitor in their midst and how can anyone deal with such important issues while still maintaining a high gpa source senta filmworks
Aikatsu!,7.49,"Slice of Life, Idols (Female), Music, School",https://cdn.myanimelist.net/images/anime/6/74783.jpg,Fall 2012,TV,"An idol's brilliance illuminates the dreams of humanity. Starlight Academy, a holy ground for celebrities in training, seeks to realize this belief. Behind its rigorous entrance requirements lie not only the top young stars in the entertainment business, but some of the best memories these students will ever have.

Or so Aoi Kiriya believes. Alongside her best friend Ichigo, Aoi decides to apply for the prestigious private school in hopes of living up to the praise of the biggest idol in the world: Mizuki Kanzaki. As they journey through the numerous laughs, friendships, and heartbreaks that await them, can the two girls light up the lives of others as Mizuki has done for them?

Whether it be chopping down Christmas trees, traversing obstacle courses, or even rock climbing, there's always a playful new adventure to be found in the world of Aikatsu!.

[Written by MAL Rewrite]","Sunrise, Bandai Namco Pictures",an idols brilliance illuminates the dreams of humanity starlight academy a holy ground for celebrities in training eks to realize this belief behind its rigorous entrance requirements lie not only the top young stars in the entertainment business but some of the best memories these students will ever have or so aoi kiriya believes alongside her best friend ichigo aoi decides to apply for the prestigious private school in hopes of living up to the praise of the biggest idol in the world mizuki kanzaki as they journey through the numerous laughs friendships and heartbreaks that await them can the two girls light up the lives of others as mizuki has done for them whether it be chopping down christmas trees traversing obstacle courses or even rock climbing theres always a playful new adventure to be found in the world of aikatsu written by mal rewrite
